tract,year,shift,total_crimes,violent_crimes,property_crimes,nearest_station,dist_to_nearest_metro,name,nearest_station_id,stations_within_400m,stations_within_800m,line,above_ground,transfer_station,total_population,median_household_income,log_pop,pct_white,pct_black_nh,pct_hispanic,pct_bachelors_only,pct_graduate,pct_poverty,pct_unemployed,pct_single_parent,pct_renter,pct_vacant,red_line,green_line,yellow_line,blue_line,orange_line,silver_line,blue_orange_silver_line,green_yellow_line
"Census Tract 96.04, District of Columbia, District of Columbia",2020,EVENING,33,5,28,Minnesota Ave,1178.088726743031,Minnesota Ave,MetroStnPt_22,0,0,orange,1,0,2496,72872,7.822444729489319,0.028044871794871796,0.9038461538461539,0.06009615384615385,0.10056089743589744,0.05809294871794872,0.08493589743589744,0.054086538461538464,0.28691476590636256,0.3,0.053409090909090906,0,0,0,0,1,0,1,0
"Census Tract 106.02, District of Columbia, District of Columbia",2020,EVENING,153,15,138,NoMa - Gallaudet U,508.2154455185707,NoMa - Gallaudet U,MetroStnPt_16,0,1,red,1,0,5262,150614,8.568266461600238,0.5473204104903079,0.2685290763968073,0.06746484226529836,0.28335233751425315,0.34720638540478904,0.12143671607753706,0.0032307107563664004,0.04425942156003506,0.5324723247232472,0.15793357933579336,1,0,0,0,0,0,0,0
"Census Tract 64, District of Columbia, District of Columbia",2020,EVENING,33,7,26,Waterfront,1020.655346736453,Waterfront,MetroStnPt_38,0,0,green,0,0,2602,27574,7.86403565907245,0.17947732513451192,0.7701767870868562,0.014219830899308224,0.18831667947732514,0.07532667179093006,0.36779400461183703,0.04573405073020753,0.293207222699914,0.7252494244052188,0.10744435917114352,0,1,0,0,0,0,0,1
"Census Tract 42.01, District of Columbia, District of Columbia",2020,EVENING,48,4,44,Dupont Circle,833.3860059832647,Dupont Circle,MetroStnPt_14,0,0,red,0,0,3872,132386,8.261526448396468,0.724948347107438,0.04493801652892562,0.19163223140495866,0.4238119834710744,0.32360537190082644,0.015237603305785124,0.0023243801652892563,0.015881418740074114,0.5753550160329821,0.1346770499312872,1,0,0,0,0,0,0,0
"Census Tract 84.02, District of Columbia, District of Columbia",2020,EVENING,50,3,47,NoMa - Gallaudet U,1399.6061478065628,NoMa - Gallaudet U,MetroStnPt_16,0,0,red,1,0,2375,94924,7.772752716468742,0.5949473684210527,0.26063157894736844,0.09473684210526316,0.30526315789473685,0.38610526315789473,0.06778947368421052,0.020210526315789474,0.011265164644714038,0.4488067744418784,0.11162432640492687,1,0,0,0,0,0,0,0
"Census Tract 98.02, District of Columbia, District of Columbia",2020,EVENING,29,8,21,Congress Heights,1794.4742223887138,Congress Heights,MetroStnPt_40,0,0,green,0,0,2080,54432,7.640123172695364,0.007692307692307693,0.9552884615384616,0.03125,0.051923076923076926,0.07163461538461538,0.37740384615384615,0.10096153846153846,0.47481243301178994,0.626425855513308,0.11311787072243346,0,1,0,0,0,0,0,1
"Census Tract 88.04, District of Columbia, District of Columbia",2020,EVENING,82,17,65,Rhode Island Ave,1746.5638307641334,Rhode Island Ave,MetroStnPt_11,0,0,red,1,0,2733,65486,7.913155185928068,0.08964507866813026,0.7936333699231614,0.059275521405049394,0.06732528357116721,0.1628247347237468,0.22283205268935236,0.03695572630808635,0.17074981440237566,0.509375,0.158125,1,0,0,0,0,0,0,0
"Census Tract 98.03, District of Columbia, District of Columbia",2020,EVENING,40,14,26,Congress Heights,1738.5572497034593,Congress Heights,MetroStnPt_40,0,0,green,0,0,3153,29000,8.056109659545061,0.014906438312718047,0.9150015857913099,0.05772280367903584,0.041230574056454174,0.009514747859181731,0.35077703774183316,0.0922930542340628,0.2761413843888071,0.7450331125827815,0.10066225165562914,0,1,0,0,0,0,0,1
"Census Tract 21.02, District of Columbia, District of Columbia",2020,EVENING,80,6,74,Fort Totten,1129.728378535916,Fort Totten,MetroStnPt_3,0,0,"red, green",1,1,5607,81250,8.631771096123673,0.10879258070269306,0.5810593900481541,0.28179061886927054,0.19154628143392188,0.16033529516675585,0.12359550561797752,0.03727483502764402,0.2227954971857411,0.3655550865344027,0.10004221190375685,1,1,0,0,0,0,0,1
"Census Tract 49.01, District of Columbia, District of Columbia",2020,EVENING,61,3,58,Shaw-Howard Univ,326.41192058256723,Shaw-Howard Univ,MetroStnPt_13,1,3,green,0,0,3496,96932,8.159374736775426,0.5077231121281465,0.34096109839816935,0.11613272311212815,0.31636155606407323,0.266304347826087,0.12957665903890161,0.012585812356979404,0.06253428414701043,0.7359173126614987,0.05788113695090439,0,1,0,0,0,0,0,1
"Census Tract 83.02, District of Columbia, District of Columbia",2020,EVENING,120,3,117,Union Station,947.9311245829134,Union Station,MetroStnPt_25,0,0,red,0,0,2831,158878,7.9483852851118995,0.7149417167078771,0.08654185800070646,0.1314023313316849,0.32567997174143415,0.33486400565171315,0.009890498057223597,0.0021193924408336277,0.053881278538812784,0.4763113367174281,0.07360406091370558,1,0,0,0,0,0,0,0
"Census Tract 55.02, District of Columbia, District of Columbia",2020,EVENING,105,4,101,Dupont Circle,264.0358045447269,Dupont Circle,MetroStnPt_14,1,1,red,0,0,2652,105351,7.883069351305753,0.782051282051282,0.07051282051282051,0.0969079939668175,0.18740573152337858,0.4928355957767723,0.1074660633484163,0.03996983408748114,0.025827814569536423,0.6195845697329377,0.10385756676557864,1,0,0,0,0,0,0,0
"Census Tract 99.01, District of Columbia, District of Columbia",2020,EVENING,22,3,19,Stadium Armory,2270.730066839426,Stadium Armory,MetroStnPt_31,0,0,"blue, orange, silver",1,0,2486,104816,7.818430272070656,0.07240547063555913,0.7558326629123089,0.04062751407884151,0.19790828640386163,0.21882542236524538,0.057924376508447305,0.008045052292839904,0.24216216216216216,0.15080113100848255,0.1281809613572102,0,0,0,1,1,1,1,0
"Census Tract 75.04, District of Columbia, District of Columbia",2020,EVENING,55,14,41,Anacostia,1394.6463841272798,Anacostia,MetroStnPt_39,0,0,green,0,0,2741,16844,7.916078096302786,0.005837285662167092,0.9813936519518424,0.009485589201021525,0.0598321780372127,0.05217074060561839,0.4615103976650857,0.0649398029916089,0.2764084507042254,0.5919282511210763,0.15097159940209268,0,1,0,0,0,0,0,1
"Census Tract 40.02, District of Columbia, District of Columbia",2020,EVENING,46,3,43,Dupont Circle,946.1473785872248,Dupont Circle,MetroStnPt_14,0,0,red,0,0,3436,154792,8.142063283104147,0.7820139697322468,0.06169965075669383,0.040162980209545986,0.33643771827706637,0.48952270081490107,0.0340512223515716,0.02532013969732247,0.016835016835016835,0.5623641894828335,0.09647979139504563,1,0,0,0,0,0,0,0
"Census Tract 59, District of Columbia, District of Columbia",2020,EVENING,24,7,17,Judiciary Sq,147.5674895863717,Judiciary Sq,MetroStnPt_26,1,4,red,0,0,2437,111347,7.798523053625206,0.5863766926549036,0.19573245794009028,0.07960607304062371,0.33196553139105456,0.1797291752154288,0.23307345096430038,0.054985638079606075,0,0.7337883959044369,0.1597269624573379,1,0,0,0,0,0,0,0
"Census Tract 67, District of Columbia, District of Columbia",2020,EVENING,54,4,50,Eastern Market,621.1339061691333,Eastern Market,MetroStnPt_35,0,1,"blue, orange, silver",0,0,4498,124107,8.411388132519262,0.7483325922632281,0.14028457092040908,0.054468652734548685,0.28234771009337484,0.4562027567807915,0.022232103156958647,0.019786571809693197,0.043141056713523994,0.31189710610932475,0.05236564079007809,0,0,0,1,1,1,1,0
"Census Tract 74.03, District of Columbia, District of Columbia",2020,EVENING,37,15,22,Congress Heights,1274.3189647442375,Congress Heights,MetroStnPt_40,0,0,green,0,0,2709,24860,7.904334842085095,0,0.8564045773348099,0.015134736064968624,0.02399409376153562,0.01107419712070875,0.45957918050941304,0.06459948320413436,0.4114942528735632,0.8170974155069582,0.13518886679920478,0,1,0,0,0,0,0,1
"Census Tract 73.01, District of Columbia, District of Columbia",2020,EVENING,0,0,0,NA,3006.2926354328374,Congress Heights,MetroStnPt_40,0,0,green,0,0,5031,104744,8.523374050491318,0.5408467501490757,0.16696481812760883,0.1806797853309481,0.12601868415821904,0.1870403498310475,0.056251242297753926,0.01073345259391771,0.04656160458452722,0.9154098360655738,0.08459016393442623,0,1,0,0,0,0,0,1
"Census Tract 75.02, District of Columbia, District of Columbia",2020,EVENING,67,18,49,Congress Heights,2052.071043630906,Congress Heights,MetroStnPt_40,0,0,green,0,0,5615,28743,8.633196867172543,0.007836153161175422,0.985040071237756,0,0.047373107747105965,0.019412288512911845,0.29973285841495995,0.0717720391807658,0.418562874251497,0.670534813319879,0.1574167507568113,0,1,0,0,0,0,0,1
"Census Tract 77.07, District of Columbia, District of Columbia",2020,EVENING,59,18,41,Benning Road,1475.0415555339912,Benning Road,MetroStnPt_29,0,0,"blue, silver",0,0,4557,32354,8.424419791263883,0.02304147465437788,0.934167215273206,0.028746982664033357,0.05683563748079877,0.07131885012069344,0.39631336405529954,0.04081632653061224,0.23496590204587725,0.5224971878515186,0.09280089988751405,0,0,0,1,0,1,1,0
"Census Tract 78.03, District of Columbia, District of Columbia",2020,EVENING,124,26,98,Minnesota Ave,588.0734383427094,Minnesota Ave,MetroStnPt_22,0,2,orange,1,0,4293,31846,8.36474106822456,0.030980666200791988,0.9249941765665036,0.013044491031912415,0.08013044491031912,0.0517120894479385,0.3172606568832984,0.07873282087118565,0.20224719101123595,0.5257685352622061,0.1550632911392405,0,0,0,0,1,0,1,0
"Census Tract 80.02, District of Columbia, District of Columbia",2020,EVENING,75,9,66,Stadium Armory,737.158198263773,Stadium Armory,MetroStnPt_31,0,1,"blue, orange, silver",1,0,3527,159022,8.168202930236053,0.7147717607031472,0.1701162461015027,0.10008505812305075,0.19138077686419053,0.3697193081939325,0.07059824213212362,0.014459880918627729,0.05492154065620542,0.3602115003304693,0.07336417713152676,0,0,0,1,1,1,1,0
"Census Tract 84.10, District of Columbia, District of Columbia",2020,EVENING,104,11,93,NoMa - Gallaudet U,1197.4356552842269,NoMa - Gallaudet U,MetroStnPt_16,0,0,red,1,0,1737,187031,7.459914766241105,0.5998848589522164,0.24870466321243523,0.04605641911341393,0.36557282671272306,0.31375935521013243,0.042026482440990214,0.03626943005181347,0.03886397608370702,0.24407252440725244,0.06694560669456066,1,0,0,0,0,0,0,0
"Census Tract 88.02, District of Columbia, District of Columbia",2020,EVENING,97,9,88,NoMa - Gallaudet U,1459.06085813349,NoMa - Gallaudet U,MetroStnPt_16,0,0,red,1,0,4496,61165,8.410943391573527,0.2157473309608541,0.7195284697508897,0.0449288256227758,0.15258007117437722,0.1494661921708185,0.16681494661921709,0.049154804270462635,0.14417744916820702,0.5198261814231396,0.11841390548614883,1,0,0,0,0,0,0,0
"Census Tract 89.04, District of Columbia, District of Columbia",2020,EVENING,23,8,15,Stadium Armory,1597.319065887469,Stadium Armory,MetroStnPt_31,0,0,"blue, orange, silver",1,0,4541,47694,8.420902531097951,0.07773618145782867,0.7403655582470822,0.15304998898920943,0.16802466417088746,0.05967848491521691,0.2294648755780665,0.04668575203699626,0.19300164024056862,0.7774480712166172,0.09545004945598418,0,0,0,1,1,1,1,0
"Census Tract 98.01, District of Columbia, District of Columbia",2020,EVENING,22,5,17,Congress Heights,1482.5302246972083,Congress Heights,MetroStnPt_40,0,0,green,0,0,2056,13510,7.628517626575055,0.013132295719844358,0.9343385214007782,0.045233463035019454,0.01556420233463035,0.024319066147859923,0.5262645914396887,0.09046692607003891,0.24011857707509882,0.7759562841530054,0.07832422586520947,0,1,0,0,0,0,0,1
"Census Tract 93.01, District of Columbia, District of Columbia",2020,EVENING,77,9,68,Brookland-CUA,748.0481753928324,Brookland-CUA,MetroStnPt_8,0,1,red,0,0,3701,149350,8.216358332386156,0.4890570116184815,0.3458524723047825,0.04566333423399081,0.1858957038638206,0.31559038097811404,0.10051337476357741,0.025938935422858685,0.09745454545454546,0.173582295988935,0.04910096818810512,1,0,0,0,0,0,0,0
"Census Tract 93.02, District of Columbia, District of Columbia",2020,EVENING,29,5,24,Rhode Island Ave,637.5087854090759,Rhode Island Ave,MetroStnPt_11,0,1,red,1,0,1678,91576,7.425357887027151,0.23182359952324194,0.4821215733015495,0.2526817640047676,0.0935637663885578,0.31644815256257447,0.12157330154946365,0.04767580452920143,0.10984308131241084,0.467966573816156,0.023676880222841225,1,0,0,0,0,0,0,0
"Census Tract 95.05, District of Columbia, District of Columbia",2020,EVENING,79,4,75,Fort Totten,1134.4243237183086,Fort Totten,MetroStnPt_3,0,0,"red, green",1,1,3907,82169,8.27052509505507,0.10801126183772716,0.7768108523163553,0.061940107499360124,0.148451497312516,0.17455848477092398,0.07115433836703353,0.060148451497312516,0.19540229885057472,0.35080645161290325,0.1480414746543779,1,1,0,0,0,0,0,1
"Census Tract 98.11, District of Columbia, District of Columbia",2020,EVENING,32,8,24,Congress Heights,2288.8910294297857,Congress Heights,MetroStnPt_40,0,0,green,0,0,4437,34275,8.39773375137891,0.009240477800315528,0.972729321613703,0,0.021636240703177823,0.00856434527834122,0.3378408834798287,0.10480054090601758,0.3246753246753247,0.7211253701875617,0.16386969397828233,0,1,0,0,0,0,0,1
"Census Tract 99.03, District of Columbia, District of Columbia",2020,EVENING,33,7,26,Benning Road,1521.7383247672358,Benning Road,MetroStnPt_29,0,0,"blue, silver",0,0,2559,61172,7.847371836159788,0.07229386479093396,0.9105119187182493,0.008206330597889801,0.07893708479874952,0.0984759671746776,0.09964830011723329,0.1910902696365768,0.39486356340288925,0.2062415196743555,0.1546811397557666,0,0,0,1,0,1,1,0
"Census Tract 94, District of Columbia, District of Columbia",2020,EVENING,48,4,44,Brookland-CUA,1803.1238703746892,Brookland-CUA,MetroStnPt_8,0,0,red,0,0,5644,120824,8.638348312972704,0.2115520907158044,0.7046420978029766,0.018603827072997875,0.23795180722891565,0.1467044649184975,0.07175761871013465,0.0336640680368533,0.15131964809384163,0.13924050632911392,0.061640066042927905,1,0,0,0,0,0,0,0
"Census Tract 2.01, District of Columbia, District of Columbia",2020,EVENING,9,2,7,Foggy Bottom-GWU,2282.5163282839853,Foggy Bottom-GWU,MetroStnPt_21,0,0,"blue, orange, silver",0,0,3972,NA,8.287025025165063,0.553877139979859,0.06017119838872105,0.11404833836858005,0.006042296072507553,0.012588116817724069,0.0037764350453172208,0.033987915407854986,NA,NA,NA,0,0,0,1,1,1,1,0
"Census Tract 12, District of Columbia, District of Columbia",2020,EVENING,55,3,52,Van Ness-UDC,728.6713159847359,Van Ness-UDC,MetroStnPt_5,0,1,red,0,0,5135,119556,8.543835122362658,0.6954235637779942,0.07575462512171373,0.09503407984420642,0.2358325219084713,0.4408958130477118,0.06329113924050633,0.035053554040895815,0.030654515327257662,0.40480806514152773,0.06397828615742536,1,0,0,0,0,0,0,0
"Census Tract 103, District of Columbia, District of Columbia",2020,EVENING,29,3,26,Takoma,789.1986372289535,Takoma,MetroStnPt_1,0,1,red,1,0,4272,95313,8.35983738064003,0.1797752808988764,0.550561797752809,0.23946629213483145,0.16924157303370788,0.18445692883895132,0.11072097378277154,0.019194756554307114,0.16812227074235808,0.49511173184357543,0.040502793296089384,1,0,0,0,0,0,0,0
"Census Tract 19.02, District of Columbia, District of Columbia",2020,EVENING,20,2,18,Takoma,1365.8863719934377,Takoma,MetroStnPt_1,0,0,red,1,0,2460,116250,7.807916628926408,0.18048780487804877,0.5548780487804879,0.21300813008130082,0.1597560975609756,0.18455284552845527,0.05813008130081301,0.025609756097560974,0.19615384615384615,0.13586291309669524,0.04528763769889841,1,0,0,0,0,0,0,0
"Census Tract 23.02, District of Columbia, District of Columbia",2020,EVENING,10,1,9,Georgia Ave Petworth,1157.4147224050882,Georgia Ave Petworth,MetroStnPt_6,0,0,green,0,0,1624,75208,7.392647520721623,0.3626847290640394,0.4815270935960591,0.027093596059113302,0.2025862068965517,0.3355911330049261,0.145935960591133,0.04310344827586207,0.05405405405405406,0.5693023255813954,0.2427906976744186,0,1,0,0,0,0,0,1
"Census Tract 33.01, District of Columbia, District of Columbia",2020,EVENING,75,3,72,Shaw-Howard Univ,1196.593011395948,Shaw-Howard Univ,MetroStnPt_13,0,0,green,0,0,4195,160536,8.341648618901306,0.4889153754469607,0.38641239570917757,0.05935637663885578,0.3172824791418355,0.38188319427890344,0.06841477949940405,0.007866507747318237,0.06264236902050115,0.22683189655172414,0.05387931034482758,0,1,0,0,0,0,0,1
"Census Tract 7.04, District of Columbia, District of Columbia",2020,EVENING,12,1,11,Cleveland Park,1581.9102024571957,Cleveland Park,MetroStnPt_7,0,0,red,0,0,2896,86733,7.971085753505607,0.7130524861878453,0.0531767955801105,0.05214088397790055,0.11774861878453038,0.4882596685082873,0.16988950276243095,0.011395027624309393,0.05697589481373265,0.5565850430178689,0.09397749834546658,1,0,0,0,0,0,0,0
"Census Tract 55.01, District of Columbia, District of Columbia",2020,EVENING,33,2,31,Foggy Bottom-GWU,512.3468855807586,Foggy Bottom-GWU,MetroStnPt_21,0,2,"blue, orange, silver",0,0,1700,113922,7.438383530044307,0.7635294117647059,0.01,0.17705882352941177,0.18529411764705883,0.5752941176470588,0.17941176470588235,0.01411764705882353,0,0.4043795620437956,0.17226277372262774,0,0,0,1,1,1,1,0
"Census Tract 52.03, District of Columbia, District of Columbia",2020,EVENING,61,6,55,McPherson Sq,714.6266667154985,McPherson Sq,MetroStnPt_19,0,2,"blue, orange, silver",0,0,3044,74078,8.020927718981577,0.4816031537450723,0.17444152431011828,0.26544021024967146,0.2608409986859396,0.38337713534822604,0.054533508541392904,0.002956636005256242,0.005176876617773943,0.8014240506329114,0.08306962025316456,0,0,0,1,1,1,1,0
"Census Tract 50.04, District of Columbia, District of Columbia",2020,EVENING,48,2,46,Mt Vernon Sq - 7th St Convention Center,566.0055368851476,Mt Vernon Sq - 7th St Convention Center,MetroStnPt_17,0,2,"green, yellow",0,0,4115,76964,8.32239411311117,0.44641555285540707,0.2962332928311057,0.16452004860267314,0.2250303766707169,0.2648845686512758,0.2648845686512758,0.04034021871202916,0.012505789717461788,0.6777188328912467,0.04553492484526967,0,1,1,0,0,0,0,1
"Census Tract 95.10, District of Columbia, District of Columbia",2020,EVENING,37,5,32,Fort Totten,730.2838350967004,Fort Totten,MetroStnPt_3,0,1,"red, green",1,1,5272,51183,8.570165076182343,0.048937784522003036,0.5832701062215478,0.3296661608497724,0.07169954476479515,0.06449165402124431,0.11323975720789074,0.03148710166919575,0.20787878787878789,0.7220033764772088,0.0714687675858188,1,1,0,0,0,0,0,1
"Census Tract 1.02, District of Columbia, District of Columbia",2020,EVENING,195,5,190,Foggy Bottom-GWU,1095.496642142816,Foggy Bottom-GWU,MetroStnPt_21,0,0,"blue, orange, silver",0,0,3318,184167,8.10711747075039,0.8137432188065099,0.010247136829415311,0.1166365280289331,0.3357444243520193,0.46232670283303196,0.05635925256178421,0.018083182640144666,0.044835414301929624,0.3376818866031109,0.11590566984445559,0,0,0,1,1,1,1,0
"Census Tract 53.02, District of Columbia, District of Columbia",2020,EVENING,34,4,30,Dupont Circle,520.6917329172683,Dupont Circle,MetroStnPt_14,0,1,red,0,0,2558,87981,7.846980982138788,0.7423768569194683,0.0050820953870211105,0.1164972634870993,0.372556684910086,0.4878811571540266,0.08991399530883502,0.019546520719311962,0,0.6697837521917007,0.031560490940970194,1,0,0,0,0,0,0,0
"Census Tract 55.03, District of Columbia, District of Columbia",2020,EVENING,40,3,37,Foggy Bottom-GWU,671.3698956191951,Foggy Bottom-GWU,MetroStnPt_21,0,1,"blue, orange, silver",0,0,2256,173255,7.721348612617949,0.7637411347517731,0.03368794326241135,0.08466312056737589,0.18173758865248227,0.6329787234042553,0.13785460992907803,8.865248226950354e-4,0,0.4010791366906475,0.1642685851318945,0,0,0,1,1,1,1,0
"Census Tract 3, District of Columbia, District of Columbia",2020,EVENING,44,2,42,Woodley Park-Zoo Adams Morgan,2189.9150298071645,Woodley Park-Zoo Adams Morgan,MetroStnPt_10,0,0,red,0,0,6504,156483,8.780172651227646,0.7713714637146372,0.027367773677736778,0.12469249692496925,0.2381611316113161,0.377460024600246,0.1609778597785978,0.009378843788437884,0.041649137568363484,0.3979790128254955,0.07617567042363001,1,0,0,0,0,0,0,0
"Census Tract 111, District of Columbia, District of Columbia",2020,EVENING,129,20,109,Minnesota Ave,2543.758914904052,Minnesota Ave,MetroStnPt_22,0,0,orange,1,0,5227,63625,8.561592778712923,0.0968050506982973,0.62617180026784,0.2207767361775397,0.17677444040558637,0.13965946049359096,0.16835660991008228,0.06696001530514635,0.15421979356405585,0.30691964285714285,0.08091517857142858,0,0,0,0,1,0,1,0
